time,flux,flux_err,pdcsap_flux
2036.310999227805,nan,nan,2.7834625e+05
2036.3112307166316,nan,nan,2.7854881e+05
2036.3114622054572,nan,nan,2.7806816e+05
2036.3116936938177,nan,nan,2.7830797e+05
2036.3119251826433,nan,nan,2.7831531e+05
2036.3121566714694,nan,nan,2.7854159e+05
2036.3123881598294,nan,nan,2.7836350e+05
2036.312619648656,nan,nan,2.7859600e+05
2036.3128511374825,nan,nan,2.7862962e+05
2036.3130826258425,nan,nan,2.7852253e+05
2036.3133141146684,nan,nan,2.7880209e+05
2036.3135456034943,nan,nan,2.7812203e+05
2036.3137770918543,nan,nan,2.7831006e+05
2036.3142400695074,nan,nan,2.7879488e+05
2036.3144715578676,nan,nan,2.7873447e+05
2036.3147030466935,nan,nan,2.7860591e+05
2036.314934535053,nan,nan,2.7855562e+05
2036.3151660238782,nan,nan,2.7859244e+05
2036.3153975127045,nan,nan,2.7858956e+05
2036.3156290010652,nan,nan,2.7834266e+05
2036.3158604898913,nan,nan,2.7865356e+05
2036.316091978717,nan,nan,2.7843638e+05
2036.3163234670772,nan,nan,2.7865797e+05
2036.316554955903,nan,nan,2.7848744e+05
2036.3167864447296,nan,nan,2.7855056e+05
2036.3170179330905,nan,nan,2.7836009e+05
2036.3172494219161,nan,nan,2.7846756e+05
2036.317480910742,nan,nan,2.7867028e+05
2036.3177123991022,nan,nan,2.7851341e+05
2036.3179438879279,nan,nan,2.7851750e+05
2036.3181753762883,nan,nan,2.7849922e+05
2036.3184068651146,nan,nan,2.7846866e+05
2036.318638353941,nan,nan,2.7864988e+05
2036.3188698423014,nan,nan,2.7833594e+05
2036.3191013311266,nan,nan,2.7839850e+05
2036.3193328199516,nan,nan,2.7878475e+05
2036.3195643083118,nan,nan,2.7839338e+05
2036.3197957971383,nan,nan,2.7866209e+05
2036.320027285965,nan,nan,2.7838928e+05
2036.3202587743249,nan,nan,2.7819438e+05
2036.3204902631508,nan,nan,2.7862638e+05
2036.3207217519766,nan,nan,2.7825459e+05
2036.3209532403366,nan,nan,2.7877397e+05
2036.3211847291632,nan,nan,2.7864166e+05
2036.321416217524,nan,nan,2.7817594e+05
2036.32164770635,nan,nan,2.7849184e+05
2036.3218791951758,nan,nan,2.7890362e+05
2036.3221106835358,nan,nan,2.7849184e+05
2036.322342172362,nan,nan,2.7861722e+05
2036.3225736611882,nan,nan,2.7841575e+05
2036.322805149549,nan,nan,2.7827744e+05
2036.323036638375,nan,nan,2.7888716e+05
2036.3232681272002,nan,nan,2.7861656e+05
2036.3234996155595,nan,nan,2.7864441e+05
2036.3237311043854,nan,nan,2.7856028e+05
2036.3239625927454,nan,nan,2.7837962e+05
2036.324194081572,nan,nan,2.7846919e+05
2036.3244255703985,nan,nan,2.7848525e+05
2036.3246570587587,nan,nan,2.7849719e+05
2036.3248885475846,nan,nan,2.7815297e+05
2036.3251200364102,nan,nan,2.7841466e+05
2036.3253515247707,nan,nan,2.7837462e+05
2036.325583013597,nan,nan,2.7825659e+05
2036.3258145024233,nan,nan,2.7868312e+05
2036.3260459907838,nan,nan,2.7873344e+05
2036.3262774796094,nan,nan,2.7818072e+05
2036.3265089679699,nan,nan,2.7820603e+05
2036.3267404567955,nan,nan,2.7839956e+05
2036.326971945622,nan,nan,2.7849791e+05
2036.327203433983,nan,nan,2.7833325e+05
2036.3274349228086,nan,nan,2.7840769e+05
2036.3276664116338,nan,nan,2.7838191e+05
2036.3278978999933,nan,nan,2.7856003e+05
2036.328129388819,nan,nan,2.7810191e+05
2036.3283608771799,nan,nan,2.7854525e+05
2036.3285923660064,nan,nan,2.7810494e+05
2036.3288238548323,nan,nan,2.7871019e+05
2036.3290553431925,nan,nan,2.7855931e+05
2036.3292868320182,nan,nan,2.7850878e+05
2036.3295183208443,nan,nan,2.7882541e+05
2036.3297498092043,nan,nan,2.7791616e+05
2036.3299812980308,nan,nan,2.7835862e+05
2036.3302127863917,nan,nan,2.7879909e+05
2036.3304442752174,nan,nan,2.7857197e+05
2036.3306757640435,nan,nan,2.7854206e+05
2036.3309072524034,nan,nan,2.7856066e+05
2036.331138741229,nan,nan,2.7843900e+05
2036.3313702300557,nan,nan,2.7839612e+05
2036.3316017184166,nan,nan,2.7848178e+05
2036.3318332072417,nan,nan,2.7853397e+05
2036.332064696067,nan,nan,2.7857691e+05
2036.332296184427,nan,nan,2.7846619e+05
2036.332527673253,nan,nan,2.7843866e+05
2036.3327591616137,nan,nan,2.7853375e+05
2036.33299065044,nan,nan,2.7848416e+05
2036.3332221392661,nan,nan,2.7858809e+05
2036.333453627626,nan,nan,2.7854928e+05
2036.3336851164522,nan,nan,2.7843131e+05
2036.3339166052779,nan,nan,2.7846466e+05
2036.3341480936388,nan,nan,2.7830678e+05
2036.3343795824653,nan,nan,2.7863300e+05
2036.3346110708253,nan,nan,2.7863128e+05
2036.3348425596512,nan,nan,2.7830416e+05
2036.335074048477,nan,nan,2.7838834e+05
2036.335305536837,nan,nan,2.7851744e+05
2036.3355370256631,nan,nan,2.7889131e+05
2036.335768514024,nan,nan,2.7804041e+05
2036.3360000028504,nan,nan,2.7869666e+05
2036.3362314916753,nan,nan,2.7845062e+05
2036.3364629800349,nan,nan,2.7852091e+05
2036.336694468861,nan,nan,2.7870816e+05
2036.3369259576866,nan,nan,2.7829581e+05
2036.3371574460475,nan,nan,2.7857262e+05
2036.337388934874,nan,nan,2.7804934e+05
2036.337620423234,nan,nan,2.7856459e+05
2036.3378519120602,nan,nan,2.7823528e+05
2036.3380834008858,nan,nan,2.7849569e+05
2036.3383148892458,nan,nan,2.7814212e+05
2036.3385463780724,nan,nan,2.7850381e+05
2036.338777866899,nan,nan,2.7861406e+05
2036.3390093552591,nan,nan,2.7840350e+05
2036.339240844085,nan,nan,2.7821362e+05
2036.339472332445,nan,nan,2.7876162e+05
2036.339703821271,nan,nan,2.7818009e+05
2036.3399353100976,nan,nan,2.7819797e+05
2036.3401667984583,nan,nan,2.7827872e+05
2036.3403982872833,nan,nan,2.7868803e+05
2036.3406297761085,nan,nan,2.7817588e+05
2036.340861264469,nan,nan,2.7837353e+05
2036.3410927532946,nan,nan,2.7850034e+05
2036.3413242416555,nan,nan,2.7871597e+05
2036.341555730482,nan,nan,2.7827466e+05
2036.3417872193077,nan,nan,2.7839150e+05
2036.3420187076679,nan,nan,2.7815522e+05
2036.3422501964938,nan,nan,2.7841841e+05
2036.3424816848537,nan,nan,2.7850756e+05
2036.3427131736798,nan,nan,2.7835622e+05
2036.3429446625064,nan,nan,2.7847503e+05
2036.343176150867,nan,nan,2.7806888e+05
2036.343407639693,nan,nan,2.7812909e+05
2036.343639128053,nan,nan,2.7849988e+05
2036.343870616879,nan,nan,2.7795966e+05
2036.3441021057047,nan,nan,2.7859250e+05
2036.3443335940656,nan,nan,2.7842309e+05
2036.3445650828912,nan,nan,2.7794112e+05
2036.3447965717164,nan,nan,2.7849700e+05
2036.3450280600766,nan,nan,2.7850381e+05
2036.3452595489025,nan,nan,2.7819594e+05
2036.3454910372625,nan,nan,2.7825297e+05
2036.345722526089,nan,nan,2.7822081e+05
2036.3459540149156,nan,nan,2.7831703e+05
2036.3461855032758,nan,nan,2.7834803e+05
2036.3464169921017,nan,nan,2.7799788e+05
2036.3466484804617,nan,nan,2.7835309e+05
2036.3468799692878,nan,nan,2.7823966e+05
2036.3471114581143,nan,nan,2.7814722e+05
2036.347342946475,nan,nan,2.7836116e+05
2036.3475744353009,nan,nan,2.7841988e+05
2036.3478059236609,nan,nan,2.7828309e+05
2036.348037412487,nan,nan,2.7836019e+05
2036.3482689013126,nan,nan,2.7831347e+05
2036.3485003896726,nan,nan,2.7848178e+05
2036.3487318784992,nan,nan,2.7807181e+05
2036.3489633673253,nan,nan,2.7845084e+05
2036.3491948556846,nan,nan,2.7829469e+05
2036.3494263445104,nan,nan,2.7830322e+05
2036.3496578328704,nan,nan,2.7858781e+05
2036.3498893216965,nan,nan,2.7830628e+05
2036.350120810523,nan,nan,2.7823966e+05
2036.3503522988838,nan,nan,2.7853466e+05
2036.3505837877096,nan,nan,2.7828434e+05
2036.3508152760696,nan,nan,2.7803953e+05
2036.3510467648957,nan,nan,2.7829297e+05
2036.3512782537214,nan,nan,2.7818972e+05
2036.3515097420823,nan,nan,2.7842309e+05
2036.3517412309088,nan,nan,2.7831600e+05
2036.3519727192688,nan,nan,2.7846550e+05
2036.352204208095,nan,nan,2.7827834e+05
2036.3524356969206,nan,nan,2.7820506e+05
2036.3526671852806,nan,nan,2.7810353e+05
2036.352898674107,nan,nan,2.7788881e+05
2036.3531301624676,nan,nan,2.7833772e+05
2036.3533616512925,nan,nan,2.7840756e+05
2036.3535931401184,nan,nan,2.7852147e+05
2036.3538246284784,nan,nan,2.7821812e+05
2036.3540561173045,nan,nan,2.7818291e+05
2036.3542876056645,nan,nan,2.7826994e+05
2036.354519094491,nan,nan,2.7824206e+05
2036.3547505833176,nan,nan,2.7835106e+05
2036.3549820716776,nan,nan,2.7838778e+05
2036.3552135605037,nan,nan,2.7826200e+05
2036.3554450488637,nan,nan,2.7768919e+05
2036.3556765376893,nan,nan,2.7844288e+05
2036.3559080265159,nan,nan,2.7824628e+05
2036.3561395148768,nan,nan,2.7832919e+05
2036.3563710037029,nan,nan,2.7831428e+05
2036.3566024920628,nan,nan,2.7841297e+05
2036.3568339808885,nan,nan,2.7820547e+05
2036.3570654697146,nan,nan,2.7834391e+05
2036.3572969580746,nan,nan,2.7820012e+05
2036.3575284469005,nan,nan,2.7841278e+05
2036.3577599352607,nan,nan,2.7834084e+05
2036.3579914240863,nan,nan,2.7776594e+05
2036.3582229129124,nan,nan,2.7821919e+05
2036.3584544012724,nan,nan,2.7842744e+05
2036.358685890099,nan,nan,2.7822528e+05
2036.3589173784599,nan,nan,2.7795084e+05
2036.3591488672855,nan,nan,2.7773997e+05
2036.3593803561116,nan,nan,2.7833350e+05
2036.3596118444716,nan,nan,2.7816991e+05
2036.3598433332972,nan,nan,2.7825834e+05
2036.3600748216577,nan,nan,2.7808406e+05
2036.3603063104842,nan,nan,2.7840209e+05
2036.3605377993106,nan,nan,2.7838384e+05
2036.3607692876708,nan,nan,2.7826731e+05
2036.3610007764964,nan,nan,2.7820253e+05
2036.3612322648569,nan,nan,2.7806253e+05
2036.3614637536825,nan,nan,2.7809994e+05
2036.3616952425084,nan,nan,2.7823844e+05
2036.3619267308686,nan,nan,2.7897716e+05
2036.3621582196943,nan,nan,2.7804728e+05
2036.3623897080547,nan,nan,2.7852862e+05
2036.3626211968804,nan,nan,2.7838744e+05
2036.362852685706,nan,nan,2.7803547e+05
2036.363084174067,nan,nan,2.7848259e+05
2036.3633156628935,nan,nan,2.7815697e+05
2036.363547151254,nan,nan,2.7828841e+05
2036.3637786400795,nan,nan,2.7815962e+05
2036.3640101289052,nan,nan,2.7849191e+05
2036.3642416172656,nan,nan,2.7819822e+05
2036.3644731060922,nan,nan,2.7796112e+05
2036.3647045944529,nan,nan,2.7806156e+05
2036.3649360832787,nan,nan,2.7814994e+05
2036.3651675716387,nan,nan,2.7828491e+05
2036.3653990604648,nan,nan,2.7817984e+05
2036.3656305492905,nan,nan,2.7814625e+05
2036.3658620376505,nan,nan,2.7793366e+05
2036.3660935264766,nan,nan,2.7819297e+05
2036.3663250148365,nan,nan,2.7829672e+05
2036.3665565036627,nan,nan,2.7814388e+05
2036.3667879924883,nan,nan,2.7840862e+05
2036.3670194808483,nan,nan,2.7822444e+05
2036.3672509696744,nan,nan,2.7838222e+05
2036.3674824580353,nan,nan,2.7816281e+05
2036.3677139468616,nan,nan,2.7826666e+05
2036.3679454356875,nan,nan,2.7828072e+05
2036.3681769240475,nan,nan,2.7844188e+05
2036.3684084128736,nan,nan,2.7819978e+05
2036.3686399012336,nan,nan,2.7815306e+05
2036.3688713900601,nan,nan,2.7849019e+05
2036.369102878421,nan,nan,2.7808200e+05
2036.3693343672467,nan,nan,2.7792034e+05
2036.3695658560728,nan,nan,2.7803481e+05
2036.3697973444328,nan,nan,2.7829581e+05
2036.3700288332584,nan,nan,2.7806041e+05
2036.3702603216188,nan,nan,2.7802359e+05
2036.3704918104445,nan,nan,2.7825188e+05
2036.3707232992704,nan,nan,2.7802950e+05
2036.3709547876306,nan,nan,2.7790666e+05
2036.3711862764562,nan,nan,2.7799003e+05
2036.3714177648167,nan,nan,2.7814997e+05
2036.3716492536432,nan,nan,2.7833247e+05
2036.371880742004,nan,nan,2.7819612e+05
2036.3721122308298,nan,nan,2.7833534e+05
2036.3723437196554,nan,nan,2.7811878e+05
2036.3725752080159,nan,nan,2.7811747e+05
2036.3728066968415,nan,nan,2.7800728e+05
2036.3730381852015,nan,nan,2.7812425e+05
2036.373269674028,nan,nan,2.7824566e+05
2036.3735011628546,nan,nan,2.7796469e+05
2036.373732651215,nan,nan,2.7819362e+05
2036.3739641400407,nan,nan,2.7850397e+05
2036.3741956284007,nan,nan,2.7815244e+05
2036.3744271172259,nan,nan,2.7806831e+05
2036.3746586055863,nan,nan,2.7814088e+05
2036.3748900944126,nan,nan,2.7816253e+05
2036.3751215832385,nan,nan,2.7838231e+05
2036.3753530715985,nan,nan,2.7789847e+05
2036.3755845604246,nan,nan,2.7823784e+05
2036.3758160487846,nan,nan,2.7841594e+05
2036.3760475376112,nan,nan,2.7822988e+05
2036.3762790264377,nan,nan,2.7821441e+05
2036.3765105147977,nan,nan,2.7807691e+05
2036.3767420036238,nan,nan,2.7809466e+05
2036.3769734919838,nan,nan,2.7827266e+05
2036.3772049808094,nan,nan,2.7767719e+05
2036.3774364691703,nan,nan,2.7798188e+05
2036.377667957997,nan,nan,2.7822984e+05
2036.377899446823,nan,nan,2.7769844e+05
2036.378130935183,nan,nan,2.7832278e+05
2036.3783624240086,nan,nan,2.7792006e+05
2036.3785939123682,nan,nan,2.7848344e+05
2036.3788254011934,nan,nan,2.7801884e+05
2036.3790568895542,nan,nan,2.7837056e+05
2036.3792883783808,nan,nan,2.7777953e+05
2036.3795198672065,nan,nan,2.7825903e+05
2036.379751355567,nan,nan,2.7812081e+05
2036.3799828443925,nan,nan,2.7771191e+05
2036.3802143327525,nan,nan,2.7788431e+05
2036.380445821579,nan,nan,2.7848900e+05
2036.38067730994,nan,nan,2.7801362e+05
2036.380908798766,nan,nan,2.7819103e+05
2036.3811402875917,nan,nan,2.7800825e+05
2036.3813717759517,nan,nan,2.7790028e+05
2036.3816032647778,nan,nan,2.7812888e+05
2036.3818347531387,nan,nan,2.7809312e+05
2036.3820662419653,nan,nan,2.7807403e+05
2036.3822977303253,nan,nan,2.7848519e+05
2036.382529219151,nan,nan,2.7824303e+05
2036.382760707977,nan,nan,2.7826344e+05
2036.3829921963365,nan,nan,2.7813184e+05
2036.3832236851622,nan,nan,2.7820156e+05
2036.383455173523,nan,nan,2.7808769e+05
2036.3836866623487,nan,nan,2.7785231e+05
2036.3839181511748,nan,nan,2.7820566e+05
2036.3841496395348,nan,nan,2.7828741e+05
2036.3843811283605,nan,nan,2.7812250e+05
2036.384612616721,nan,nan,2.7836281e+05
2036.3848441055475,nan,nan,2.7844038e+05
2036.3850755939084,nan,nan,2.7823931e+05
2036.385307082734,nan,nan,2.7789456e+05
2036.385538571094,nan,nan,2.7782659e+05
2036.38577005992,nan,nan,2.7829591e+05
2036.3860015487458,nan,nan,2.7821431e+05
2036.3862330371066,nan,nan,2.7822519e+05
2036.3864645259332,nan,nan,2.7803659e+05
2036.3866960142932,nan,nan,2.7808256e+05
2036.3869275031193,nan,nan,2.7815922e+05
2036.3871589914786,nan,nan,2.7812878e+05
2036.3873904803036,nan,nan,2.7803047e+05
2036.3876219691301,nan,nan,2.7800275e+05
2036.387853457491,nan,nan,2.7767581e+05
2036.3880849463171,nan,nan,2.7832000e+05
2036.388316434677,nan,nan,2.7790934e+05
2036.3885479235028,nan,nan,2.7811328e+05
2036.3887794118632,nan,nan,2.7777422e+05
2036.3890109006898,nan,nan,2.7837712e+05
2036.3892423895163,nan,nan,2.7831941e+05
2036.3894738778763,nan,nan,2.7844481e+05
2036.389705366702,nan,nan,2.7798166e+05
2036.3899368550624,nan,nan,2.7795066e+05
2036.390168343888,nan,nan,2.7816772e+05
2036.390399832249,nan,nan,2.7808641e+05
2036.3906313210755,nan,nan,2.7824131e+05
2036.3908628099011,nan,nan,2.7824759e+05
2036.3910942982616,nan,nan,2.7818900e+05
2036.3913257870865,nan,nan,2.7825550e+05
2036.3915572754458,nan,nan,2.7825138e+05
2036.391788764272,nan,nan,2.7822981e+05
2036.3920202526328,nan,nan,2.7789756e+05
2036.3922517414594,nan,nan,2.7835659e+05
2036.3924832298194,nan,nan,2.7832466e+05
2036.392714718645,nan,nan,2.7818075e+05
2036.3929462074711,nan,nan,2.7788484e+05
2036.3931776958311,nan,nan,2.7842516e+05
2036.3934091846577,nan,nan,2.7788847e+05
2036.3936406730186,nan,nan,2.7781784e+05
2036.3938721618442,nan,nan,2.7810091e+05
2036.3941036502047,nan,nan,2.7814803e+05
2036.3943351390303,nan,nan,2.7809050e+05
2036.3945666278562,nan,nan,2.7797819e+05
2036.3947981162169,nan,nan,2.7807231e+05
2036.3950296050434,nan,nan,2.7796281e+05
2036.3952610934039,nan,nan,2.7791775e+05
2036.3954925822295,nan,nan,2.7803978e+05
2036.395724070589,nan,nan,2.7819988e+05
2036.3959555594142,nan,nan,2.7796669e+05
2036.3961870477751,nan,nan,2.7825872e+05
2036.3964185366015,nan,nan,2.7827625e+05
2036.3966500254273,nan,nan,2.7780584e+05
2036.3968815137873,nan,nan,2.7809212e+05
2036.3971130026134,nan,nan,2.7827138e+05
2036.3973444909734,nan,nan,2.7784350e+05
2036.3975759797993,nan,nan,2.7799356e+05
2036.39780746816,nan,nan,2.7808550e+05
2036.3980389569865,nan,nan,2.7820556e+05
2036.398270445347,nan,nan,2.7813538e+05
2036.3985019341726,nan,nan,2.7773634e+05
2036.3987334229982,nan,nan,2.7774928e+05
2036.3989649113587,nan,nan,2.7774931e+05
2036.3991964001852,nan,nan,2.7814519e+05
2036.3994278885461,nan,nan,2.7797616e+05
2036.3996593773718,nan,nan,2.7783953e+05
2036.3998908657313,nan,nan,2.7774625e+05
2036.4001223545565,nan,nan,2.7811075e+05
2036.4003538429165,nan,nan,2.7793878e+05
2036.400585331743,nan,nan,2.7820081e+05
2036.4008168205696,nan,nan,2.7821306e+05
2036.4010483089296,nan,nan,2.7769309e+05
2036.4012797977557,nan,nan,2.7780716e+05
2036.4015112861157,nan,nan,2.7824316e+05
2036.4017427749416,nan,nan,2.7796572e+05
2036.4019742633022,nan,nan,2.7804731e+05
2036.4022057521288,nan,nan,2.7824400e+05
2036.4024372404892,nan,nan,2.7777444e+05
2036.4026687293149,nan,nan,2.7782691e+05
2036.4029002181405,nan,nan,2.7800788e+05
2036.403131706501,nan,nan,2.7805250e+05
2036.4033631953266,nan,nan,2.7801916e+05
2036.4035946836875,nan,nan,2.7780297e+05
2036.403826172514,nan,nan,2.7811847e+05
2036.404057660874,nan,nan,2.7771600e+05
2036.4042891496993,nan,nan,2.7797547e+05
2036.4045206380588,nan,nan,2.7810122e+05
2036.4047521268847,nan,nan,2.7811653e+05
2036.404983615711,nan,nan,2.7825969e+05
2036.4052151040719,nan,nan,2.7802212e+05
2036.405446592898,nan,nan,2.7796806e+05
2036.405678081258,nan,nan,2.7801800e+05
2036.4059095700836,nan,nan,2.7793231e+05
2036.4063725472706,nan,nan,2.7782788e+05
2036.4066040356315,nan,nan,2.7817494e+05
2036.4068355244572,nan,nan,2.7815188e+05
2036.4070670128172,nan,nan,2.7767812e+05
2036.4072985016433,nan,nan,2.7776716e+05
2036.407529990469,nan,nan,2.7814191e+05
2036.4077614788298,nan,nan,2.7786562e+05
2036.4079929676564,nan,nan,2.7814316e+05
2036.4082244560163,nan,nan,2.7773928e+05
2036.4084559448415,nan,nan,2.7807272e+05
2036.408687433201,nan,nan,2.7819862e+05
2036.408918922027,nan,nan,2.7791728e+05
2036.4091504103872,nan,nan,2.7743084e+05
2036.4093818992137,nan,nan,2.7793166e+05
2036.4096133875746,nan,nan,2.7834822e+05
2036.4098448764003,nan,nan,2.7783656e+05
2036.410076365226,nan,nan,2.7777600e+05
2036.4103078535863,nan,nan,2.7780466e+05
2036.410539342412,nan,nan,2.7774888e+05
2036.410770830773,nan,nan,2.7782066e+05
2036.4110023195994,nan,nan,2.7818397e+05
2036.4112338079594,nan,nan,2.7777762e+05
2036.4114652967855,nan,nan,2.7794991e+05
2036.4116967851455,nan,nan,2.7799909e+05
2036.4119282739714,nan,nan,2.7798569e+05
2036.412159762332,nan,nan,2.7795691e+05
2036.4123912511586,nan,nan,2.7796178e+05
2036.4126227399838,nan,nan,2.7815897e+05
2036.4128542283433,nan,nan,2.7769025e+05
2036.413085717169,nan,nan,2.7802075e+05
2036.4133172055294,nan,nan,2.7791481e+05
2036.413548694356,nan,nan,2.7805438e+05
2036.413780182717,nan,nan,2.7772434e+05
2036.4140116715425,nan,nan,2.7786181e+05
2036.4142431599025,nan,nan,2.7794469e+05
2036.4144746487286,nan,nan,2.7810803e+05
2036.4147061370886,nan,nan,2.7773244e+05
2036.4149376259152,nan,nan,2.7805481e+05
2036.415169114276,nan,nan,2.7768966e+05
2036.4154006031017,nan,nan,2.7807441e+05
2036.4156320919278,nan,nan,2.7787244e+05
2036.4158635802878,nan,nan,2.7818772e+05
2036.4160950691137,nan,nan,2.7806044e+05
2036.416326557474,nan,nan,2.7809706e+05
2036.4165580463005,nan,nan,2.7761609e+05
2036.4167895346613,nan,nan,2.7795128e+05
2036.4170210234863,nan,nan,2.7792728e+05
2036.4172525118456,nan,nan,2.7784931e+05
2036.4174840006717,nan,nan,2.7804953e+05
2036.4177154890317,nan,nan,2.7806166e+05
2036.4179469778583,nan,nan,2.7792769e+05
2036.4181784666848,nan,nan,2.7818256e+05
2036.4184099550448,nan,nan,2.7823553e+05
2036.418641443871,nan,nan,2.7788966e+05
2036.418872932231,nan,nan,2.7783562e+05
2036.4191044210568,nan,nan,2.7810641e+05
2036.4193359094174,nan,nan,2.7754897e+05
2036.419567398244,nan,nan,2.7788300e+05
2036.4197988866044,nan,nan,2.7783103e+05
